,x1,x2,x3
0,-0.17244369820115624,-0.019437741317288912,-0.17090942476535584
1,-0.15783400616130341,-0.06535577315110835,-0.1663430239962677
2,-0.14984299042923385,-0.1076730949076148,-0.16183474610727458
3,-0.14741816531472143,-0.1481255789271252,-0.1573889680789144
4,-0.14980598456727748,-0.1881796992636648,-0.1530012445683864
5,-0.15649223095136144,-0.2291103625707608,-0.14866031402811822
6,-0.1671570187340351,-0.2720633402834621,-0.14434882907879532
7,-0.18164124295835926,-0.3181060938272403,-0.14004319074866606
8,-0.19992204681408687,-0.36826996437831316,-0.13571267503620404
9,-0.2220954511293412,-0.42358606844562896,-0.13131791487702527
10,-0.24836473555299582,-0.4851167578114347,-0.12680871138580435
11,-0.27903350844939717,-0.5539841340135937,-0.12212107659131653
12,-0.3145026743560728,-0.631396827655377,-0.11717334350843127
13,-0.3552707213922347,-0.7186760409696712,-0.11186110948265074
14,-0.4019369195617276,-0.8172816919128641,-0.10605069816126651
15,-0.45520715460400796,-0.9288393761674245,-0.09957072755087008
16,-0.5159022284928383,-1.055168768142259,-0.09220124945329825
17,-0.584968542326156,-1.1983140024925363,-0.08365977122142132
18,-0.6634911437971848,-1.3605765026219334,-0.07358327485777583
19,-0.7527091715367437,-1.5445506392665607,-0.06150509966965328
20,-0.854033762395307,-1.753162494589097,-0.04682523933577742
21,-0.969068503121926,-1.9897118539483918,-0.028772206068424375
22,-1.0996325002163345,-2.2579173192375044,-0.006354114692031385
23,-1.247786102852079,-2.5619640929330907,0.02170398307842997
24,-1.4158592308465852,-2.9065534618448776,0.05704025068883961
25,-1.6064821132801492,-3.2969522302265677,0.10175837171277821
26,-1.8226180049563785,-3.739039194890013,0.15855777764314205
27,-2.067597076087014,-4.239344054094516,0.23089883458594684
28,-2.3451501063936413,-4.805071667515072,0.3232114029960571
29,-2.6594397754197923,-5.444101025132896,0.44115654915902186
30,-3.0150861120147274,-6.16494322850139,0.5919522827375836
31,-3.4171808938750052,-6.976635722311341,0.7847745473351154
32,-3.871283272469222,-7.888540333546766,1.031243471999739
33,-4.383385391987286,-8.909999766304407,1.3460007176283457
34,-4.959831992329343,-10.049790638788709,1.7473744103861069
35,-5.607171668491957,-11.315291126144809,2.2581102630862637
36,-6.33190945899328,-12.711259410147553,2.9061161657027283
37,-7.1401209586134,-14.238099919677005,3.7251162937174405
38,-8.036878155368305,-15.889487414811276,4.755032151688319
39,-9.025429068674661,-17.649242331329276,6.04179572015236
40,-10.106071829159829,-19.4874343813447,7.636154595300806
41,-11.274677533190976,-21.355878666894284,9.590869044774077
42,-12.520858001407124,-23.183530838596308,11.955580220920858
43,-13.82586125328834,-24.872821358669906,14.768659247203706
44,-15.160424804144501,-26.298661750798995,18.045711321318336
45,-16.48302705572653,-27.31251961196915,21.76533110895124
46,-17.739217082157165,-27.75415742199248,25.85432372179451
47,-18.862879391039826,-27.472686477280245,30.17671256363704
48,-19.780241506630507,-26.35587497993521,34.53258840335382
49,-20.416978918875625,-24.362271206966835,38.67265354504411
50,-20.707848219119203,-21.54626691390189,42.33063961482542
51,-20.607100948699742,-18.064802320237884,45.26866937917453
52,-20.097042330563298,-14.158744643087367,47.32304758353719
53,-19.19213159251782,-10.111577475909963,48.43488123180586
54,-17.937218700912762,-6.198056339321511,48.654663222833975
55,-16.40041666289412,-2.639632201563034,48.120619218190434
56,-14.662775359223945,0.420839294127906,47.020880521249595
57,-12.807570115544129,2.9220007323127715,45.55363973227854
58,-10.911527608878307,4.869922129288653,43.896459319729566
59,-9.03917459220169,6.316153695565857,42.18935439752201
60,-7.240360287253504,7.33591262604171,40.530436383141435
61,-5.550278416442282,8.01101901569394,38.979951148187965
62,-3.9910675102675164,8.418896095565348,37.56828472922855
63,-2.574155258708786,8.626889017488814,36.30468171904944
64,-1.3027471059858622,8.6903632714584,35.18487463794744
65,-0.17410535438305264,8.653062324912618,34.196954420561255
66,0.8185423951872571,8.54856807515114,33.32548320671558
67,1.6845018178546813,8.402121355684786,32.554150845906136
68,2.434485889665398,8.232392725618444,31.867349732140216
69,3.0798039255687923,8.053017724659284,31.251005896757153
70,3.631799344305306,7.873842357431444,30.692930255813923
71,4.101475600504433,7.7018919164710775,30.18287902213848
72,4.499259951734085,7.54210434292945,29.712450706137815
73,4.834865604286204,7.397875975544663,29.274901563862308
74,5.117222508163535,7.271463937452011,28.864929777820716
75,5.354455023439964,7.164281919213831,28.478457750699384
76,5.553890829150109,7.077118012027622,28.11242852197329
77,5.722090024194683,7.0102960007411825,27.764624018322007
78,5.864886687635606,6.963795642136969,27.433507852847704
79,5.987437523767841,6.937342951309472,27.118092494694153
80,6.094273870876113,6.930478215823927,26.817829052134083
81,6.189354503122836,6.94260711149189,26.53251714270858
82,6.276117453939403,6.973038670712999,26.262232042559422
83,6.357529646266028,7.0210127555823645,26.007266311049246
84,6.436133507220389,7.085718956980037,25.768083248466976
85,6.514090025418352,7.166308361103101,25.545279783954868
86,6.593217914174466,7.26189931326982,25.339556658087037
87,6.675028697245467,7.371578108445655,25.15169402990112
88,6.760757651750278,7.494395411508786,24.982530884912293
89,6.851390636322461,7.629359134459974,24.832946840908658
90,6.947686909057641,7.775424458797947,24.703845140467173
91,7.050198105000407,7.93148168147684,24.596135785764016
92,7.159283601094275,8.09634257817146,24.510717918043476
93,7.275122551179558,8.268726015601752,24.448460678870436
94,7.397722927611109,8.447243603209767,24.41018192232882
95,7.526927961608213,8.630386250371473,24.396624286869194
96,7.662420433056278,8.816512583459557,24.408428293116284
97,7.803725322769293,9.00384026961355,24.446102319809828
98,7.950211405662961,9.190441379817212,24.50998953306052
99,8.10109242993011,9.374242987885424,24.60023211064339
100,8.255428591514216,9.553034225541758,24.716733415497018
101,8.412129069412954,9.724480975074993,24.85911912754344
102,8.569956428113327,9.886149256417712,25.02669872933482
103,8.727533709434644,10.035538131669048,25.218429138453374
104,8.883355016518394,10.170122587656449,25.432882657134364
105,9.035800326375956,10.287406354784318,25.668221725822512
106,9.183155143710566,10.384983979938285,25.922183172034217
107,9.323635419491518,10.46061071248873,26.19207468375004
108,9.455417899217618,10.512277927458575,26.47478605383335
109,9.576675740752723,10.538290964527445,26.766817295143557
110,9.685618861273056,10.537345493538933,27.06432499219195
111,9.780538058089565,10.508597929717185,27.363187242515842
112,9.859851529403015,10.451725121655334,27.65908629682729
113,9.92215203698649,10.366968616527986,27.947606621566607
114,9.966252646616258,10.255159333042347,28.22434471001688
115,9.991228796629086,10.117719457948798,28.485025714942598
116,9.996454416484083,9.956639780180927,28.72562103012435
117,9.981629968815975,9.774432377574856,28.942460454924685
118,9.946800624923542,9.574060408918262,29.132332634838832
119,9.892363288151905,9.358848538193024,29.292568114827347
120,9.81906181401205,9.132379022328907,29.421100525926427
121,9.727970484265319,8.898379550297685,29.516503028364482
122,9.620466507939389,8.660609409010652,29.57799897658905
123,9.498192976872126,8.422750426357647,29.605447643118843
124,9.363014235997088,8.188308442479949,29.599307532090435
125,9.216965993898114,7.960529898485734,29.56058115810025
126,9.062202672784078,7.742336669548719,29.490746048747624
127,8.900944477224728,7.536280690648572,29.391677107702407
128,8.735426466810194,7.3445184042731535,29.26556537479717
